,sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau,tipo_renda_Pensioner,tipo_renda_State servant,tipo_renda_Student,tipo_renda_Working,educacao_Higher education,educacao_Incomplete higher,educacao_Lower secondary,educacao_Secondary / secondary special,estado_civil_Married,estado_civil_Separated,estado_civil_Single / not married,estado_civil_Widow,tipo_residencia_House / apartment,tipo_residencia_Municipal apartment,tipo_residencia_Office apartment,tipo_residencia_Rented apartment,tipo_residencia_With parents
5085,0,0,1,0,49.87945205479452,11.221917808219178,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
5086,0,1,1,0,55.96986301369863,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
5089,1,1,1,2,47.342465753424655,1.547945205479452,1,1,0,0,4.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
5090,1,1,1,2,60.14794520547945,-1000.6657534246576,1,0,0,0,4.0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
5091,0,0,1,0,62.43287671232877,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
5095,1,1,1,0,28.698630136986303,7.553424657534246,1,1,1,1,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
5097,1,1,1,0,50.983561643835614,-1000.6657534246576,1,0,1,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
5099,1,1,0,2,36.15068493150685,3.468493150684932,1,0,0,0,4.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
5100,0,0,1,0,57.10410958904109,-1000.6657534246576,1,0,1,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
5108,0,0,1,0,49.33698630136986,6.468493150684932,1,1,0,0,2.0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
5109,0,0,1,0,60.87123287671233,-1000.6657534246576,1,0,0,0,1.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
5113,1,1,1,1,37.78356164383562,7.720547945205479,1,1,1,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
5114,0,0,0,1,44.5013698630137,8.967123287671233,1,0,1,0,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5117,0,1,1,0,30.575342465753423,5.216438356164384,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
5118,0,0,1,0,66.58904109589041,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
5119,0,1,1,0,57.71506849315068,-1000.6657534246576,1,0,0,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
5121,0,1,1,1,46.94794520547945,3.468493150684932,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
5122,1,1,1,0,54.9972602739726,17.39178082191781,1,0,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
5127,0,1,1,0,28.72876712328767,2.8,1,1,1,1,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
5128,1,1,1,0,59.18082191780822,4.383561643835616,1,0,1,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
5130,0,0,1,0,45.23287671232877,7.638356164383562,1,1,1,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
5132,0,0,1,0,63.06575342465754,-1000.6657534246576,1,0,1,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
5133,0,0,1,1,42.37260273972603,6.216438356164384,1,0,1,0,3.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
5135,0,0,1,0,56.78356164383562,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
5136,1,0,1,1,28.98904109589041,4.635616438356164,1,1,0,0,3.0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
5138,1,0,1,1,28.98904109589041,4.635616438356164,1,1,0,0,3.0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
5141,1,1,0,0,44.44931506849315,7.052054794520548,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
5142,0,0,1,0,39.41369863013698,0.3808219178082191,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
5145,0,0,1,0,60.87671232876713,2.547945205479452,1,0,0,0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
5148,0,0,0,0,53.583561643835615,5.216438356164384,1,0,0,0,2.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
5152,0,0,1,0,58.706849315068496,-1000.6657534246576,1,0,1,0,2.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
5156,0,0,1,0,66.34520547945205,-1000.6657534246576,1,0,0,0,1.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
5161,1,1,1,0,59.583561643835615,3.802739726027397,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
5162,1,1,1,0,39.632876712328766,4.298630136986302,1,0,1,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
5163,0,1,1,0,58.59452054794521,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
5165,0,0,1,1,38.65753424657535,13.64109589041096,1,0,1,0,3.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
5166,1,1,1,0,45.98082191780822,1.295890410958904,1,0,1,0,2.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
5167,0,0,0,0,44.83835616438356,0.2958904109589041,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
5171,0,0,1,0,64.90958904109588,-1000.6657534246576,1,0,0,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
5172,1,1,1,0,27.34246575342466,0.9616438356164384,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
5174,0,0,1,0,59.05205479452055,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
5175,0,1,1,1,40.23835616438356,2.1534246575342464,1,0,0,0,3.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
5177,0,0,1,0,53.70958904109589,2.6575342465753424,1,0,0,0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
5183,1,0,1,1,36.47671232876712,1.4904109589041097,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
5185,0,1,1,0,53.24109589041096,10.663013698630136,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
5190,1,1,0,0,55.32876712328767,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
5195,1,1,1,1,35.61917808219178,3.3232876712328765,1,0,0,0,3.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
5197,0,0,1,1,41.32328767123288,2.32054794520548,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
5203,0,0,1,0,49.67123287671233,1.8246575342465756,1,1,1,0,1.0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
5206,1,1,1,0,47.273972602739725,13.32876712328767,1,0,0,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
5207,0,1,1,0,38.71506849315068,7.326027397260274,1,0,1,0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5210,1,1,1,0,58.52876712328767,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
5211,1,0,0,1,48.2,6.493150684931507,1,0,0,1,3.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
5213,0,0,1,3,35.35342465753425,3.8465753424657536,1,0,1,0,5.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
5214,0,0,1,1,30.77260273972603,1.263013698630137,1,0,1,0,3.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
5215,0,1,0,1,40.50958904109589,12.605479452054794,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
5219,0,0,0,1,38.54520547945206,6.849315068493151,1,1,1,1,3.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
5229,0,0,0,0,25.41917808219178,0.9287671232876712,1,0,1,0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5232,1,0,1,0,37.67945205479453,13.186301369863012,1,0,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
5233,0,0,1,2,40.32054794520548,4.098630136986301,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
5234,0,0,1,0,48.71780821917808,9.016438356164384,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
5237,0,0,0,0,39.49041095890411,3.432876712328768,1,0,0,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
5238,0,0,1,0,48.26849315068493,10.26849315068493,1,0,0,0,1.0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
5241,0,0,1,1,39.515068493150686,12.523287671232875,1,0,0,0,3.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
5243,0,0,1,0,59.79178082191781,-1000.6657534246576,1,0,0,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
5246,0,0,1,2,27.63287671232877,4.6,1,0,0,0,4.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
5249,1,0,1,2,35.43013698630137,1.5972602739726027,1,0,0,0,4.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
5250,0,0,0,0,43.85753424657534,0.4301369863013699,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
5254,1,0,1,0,64.82191780821918,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
5255,0,0,1,0,54.06301369863014,10.687671232876712,1,0,1,0,1.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
5256,0,1,1,0,28.649315068493152,2.682191780821918,1,0,0,0,2.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
5261,0,1,0,0,39.11232876712329,7.016438356164383,1,1,1,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
5265,0,1,0,0,28.616438356164384,0.6821917808219178,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
5271,0,1,0,0,28.616438356164384,0.6821917808219178,1,0,0,0,2.0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
5274,1,1,1,0,59.92054794520548,2.682191780821918,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
5279,1,1,1,1,34.43561643835616,9.101369863013698,1,0,0,0,3.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
5289,0,0,1,2,50.57260273972603,11.356164383561644,1,0,1,0,4.0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
5292,0,1,1,1,39.53150684931507,7.101369863013699,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
5293,1,1,1,2,37.07397260273972,10.602739726027398,1,0,0,0,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
5294,0,0,1,0,50.35890410958904,2.010958904109589,1,0,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
5298,0,0,1,2,31.41917808219178,12.186301369863012,1,0,0,0,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
5301,0,0,1,2,35.33972602739726,0.4301369863013699,1,0,1,0,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
5304,1,1,1,0,48.9041095890411,5.517808219178082,1,0,1,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
5306,1,1,1,1,45.397260273972606,7.687671232876712,1,0,0,0,3.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
5308,0,1,1,1,37.367123287671234,0.5150684931506849,1,1,0,0,3.0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
5310,0,1,1,0,33.09041095890411,1.8438356164383565,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
5316,0,0,0,0,58.66575342465753,1.263013698630137,1,0,0,0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
5317,0,0,1,0,54.2,10.936986301369863,1,0,0,0,2.0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
5323,0,0,0,0,54.81643835616438,18.02191780821918,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
5324,1,1,1,0,38.69041095890411,9.26849315068493,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
5329,1,1,1,2,35.778082191780825,13.186301369863012,1,0,0,0,4.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
5341,0,0,1,0,30.567123287671237,0.7589041095890411,1,0,0,0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5347,1,0,1,0,44.602739726027394,2.43013698630137,1,0,0,0,2.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
5349,0,0,1,0,46.79726027397261,13.104109589041096,1,0,1,0,1.0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
5351,0,0,1,0,58.76712328767123,36.28767123287671,1,0,0,0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
5354,1,1,1,3,42.16712328767123,15.854794520547944,1,0,0,0,5.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
5356,0,0,1,0,41.47397260273973,4.846575342465753,1,1,0,0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
5359,0,0,1,0,40.98630136986301,7.8493150684931505,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
5361,0,1,1,1,39.45205479452055,3.9315068493150687,1,0,0,0,3.0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
5365,1,0,0,1,28.945205479452056,6.432876712328767,1,0,0,0,3.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
5367,1,1,1,1,33.43287671232877,3.6,1,0,0,0,3.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
5368,1,1,1,2,33.12602739726027,7.2684931506849315,1,0,1,0,4.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
5369,0,0,0,0,64.62465753424658,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
5372,1,1,1,0,49.5972602739726,10.52054794520548,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
5375,0,1,0,2,27.446575342465756,1.9287671232876715,1,0,0,1,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
5376,0,1,1,0,64.88493150684931,-1000.6657534246576,1,0,1,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
5379,1,1,0,0,30.0986301369863,9.849315068493151,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
5380,1,1,1,0,27.43013698630137,2.263013698630137,1,1,1,0,1.0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
5390,0,1,1,0,64.34520547945205,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
5392,0,0,1,0,59.21369863013699,-1000.6657534246576,1,0,0,0,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
5398,0,0,0,0,51.40821917808219,27.03013698630137,1,0,0,0,1.0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
5404,0,1,1,0,33.1945205479452,7.435616438356164,1,1,1,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
5407,1,1,1,0,36.821917808219176,18.18904109589041,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
5412,0,0,1,0,58.84931506849315,12.767123287671232,1,1,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
5416,0,1,0,1,27.473972602739725,4.432876712328767,1,0,0,0,2.0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
5421,0,0,1,0,52.87945205479452,7.183561643835616,1,0,0,1,1.0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
5422,1,1,1,0,59.5972602739726,12.438356164383562,1,0,0,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
5430,0,0,0,0,59.96438356164384,4.18082191780822,1,0,0,0,1.0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
5439,1,0,1,0,26.10958904109589,1.178082191780822,1,1,0,0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
5443,0,0,0,0,53.85479452054795,4.684931506849315,1,0,0,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
5446,0,0,1,0,45.41917808219178,19.695890410958903,1,1,0,0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
5448,0,0,0,0,60.772602739726025,-1000.6657534246576,1,0,0,0,1.0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
5449,0,0,0,0,60.772602739726025,-1000.6657534246576,1,0,0,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
5453,0,1,1,0,29.46301369863014,10.602739726027398,1,1,1,0,1.0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
5454,1,0,1,0,45.99452054794521,3.6,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
5456,0,0,1,0,54.46849315068493,23.02739726027397,1,0,1,0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
5461,0,0,1,0,58.04383561643836,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
5465,0,0,0,0,46.54520547945206,9.435616438356163,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
5468,0,1,1,1,25.86575342465753,0.4301369863013699,1,0,0,0,3.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
5472,0,0,1,0,61.2027397260274,12.438356164383562,1,0,0,0,2.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
5473,1,0,0,0,28.32054794520548,2.1780821917808217,1,1,0,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
5474,1,1,0,0,25.16986301369863,0.8438356164383561,1,0,0,0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
5476,1,1,1,0,35.59452054794521,2.010958904109589,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
5478,1,1,0,2,34.43561643835616,10.26849315068493,1,1,1,0,4.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
5481,0,1,1,1,32.51780821917808,12.271232876712329,1,1,1,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
5484,0,1,1,0,41.18082191780822,14.854794520547944,1,1,1,0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
5488,0,0,1,0,47.43013698630137,6.849315068493151,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
5490,0,1,1,1,33.3013698630137,2.682191780821918,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
5497,0,0,0,0,63.85205479452055,1.178082191780822,1,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
5499,1,1,1,1,28.84931506849315,5.931506849315069,1,0,0,0,3.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
5503,0,0,1,0,43.635616438356166,2.8465753424657536,1,0,0,0,1.0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
5504,1,1,1,0,40.95342465753425,22.19178082191781,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
5507,0,0,1,0,59.12054794520548,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
5508,0,0,1,0,53.00821917808219,9.101369863013698,1,1,1,0,1.0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
5510,0,0,1,0,41.79726027397261,9.016438356164384,1,0,0,0,1.0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
5515,1,1,1,0,37.342465753424655,12.01917808219178,1,0,0,0,2.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
5522,1,0,0,2,37.367123287671234,1.178082191780822,1,0,0,0,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
5525,0,0,0,0,65.88493150684931,-1000.6657534246576,1,0,0,0,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
5527,0,1,1,1,35.74246575342466,7.542465753424658,1,0,0,0,3.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
5533,1,0,1,1,39.032876712328765,0.3698630136986301,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
5536,0,0,0,0,51.227397260273975,29.473972602739725,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
5546,0,0,0,0,51.9041095890411,14.63013698630137,1,1,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
5547,0,0,0,2,34.35890410958904,12.463013698630135,1,1,1,0,4.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
5548,0,0,0,0,53.391780821917806,8.545205479452054,1,1,0,0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
5552,0,0,0,0,63.85753424657534,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
5553,1,0,0,2,45.93972602739726,8.46027397260274,1,1,0,0,4.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
5573,1,1,0,1,47.00547945205479,12.463013698630135,1,0,1,1,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
5575,0,0,0,0,60.583561643835615,-1000.6657534246576,1,0,1,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
5578,0,0,0,0,52.87671232876713,5.8712328767123285,1,1,1,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
5579,0,0,0,0,42.88493150684931,6.123287671232877,1,1,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
5581,0,1,0,0,34.69041095890411,3.786301369863014,1,1,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
5582,0,0,0,0,50.704109589041096,16.046575342465754,1,1,1,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
5583,1,0,0,0,50.21095890410959,19.96712328767123,1,1,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
5584,0,1,0,2,37.83835616438356,1.0356164383561643,1,1,1,0,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
5585,0,0,0,0,39.43287671232877,8.873972602739727,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
5586,1,1,0,0,46.83835616438356,25.304109589041097,1,0,0,0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
5588,1,1,0,0,40.08767123287672,1.4547945205479451,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
5589,1,1,0,0,35.78630136986301,1.3726027397260274,1,0,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
5590,1,1,0,0,48.156164383561645,1.621917808219178,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
5591,1,1,0,2,28.057534246575344,2.0356164383561643,1,0,0,0,4.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
5593,1,1,0,0,24.63013698630137,4.2904109589041095,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
5595,0,0,0,0,40.18356164383562,2.871232876712329,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
5601,0,0,0,0,55.62739726027397,22.386301369863013,1,0,1,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
5602,0,1,0,0,42.71780821917808,8.293150684931506,1,0,0,0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
5603,0,0,0,1,42.32328767123288,22.301369863013697,1,1,1,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
5604,1,1,0,1,43.53150684931507,0.2876712328767123,1,1,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
5605,1,1,0,0,28.46027397260274,3.0383561643835617,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
5606,0,0,0,0,49.21369863013699,0.5397260273972603,1,0,0,0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
5607,0,0,0,1,40.84109589041096,6.958904109589041,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
5611,0,1,0,0,26.572602739726022,6.789041095890411,1,0,0,0,2.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
5612,0,1,0,0,33.723287671232875,5.375342465753425,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
